,poster,commenter,time
846,54@purdue.edu,4@purdue.edu,2015-02-26 17:58:57
847,14@purdue.edu,176@purdue.edu,2015-02-26 21:05:35
848,31@purdue.edu,82@purdue.edu,2015-02-26 22:07:53
849,130@purdue.edu,50@purdue.edu,2015-02-27 00:03:50
850,95@purdue.edu,90@purdue.edu,2015-02-27 02:23:23
851,0@purdue.edu,40@purdue.edu,2015-02-27 12:58:06
852,40@purdue.edu,177@purdue.edu,2015-02-27 14:34:04
853,40@purdue.edu,4@purdue.edu,2015-02-27 14:42:29
854,4@purdue.edu,61@purdue.edu,2015-02-27 15:18:55
855,40@purdue.edu,23@purdue.edu,2015-02-27 19:36:23
856,61@purdue.edu,137@purdue.edu,2015-02-28 03:53:53
857,0@purdue.edu,137@purdue.edu,2015-02-28 04:28:59
858,0@purdue.edu,195@purdue.edu,2015-02-28 11:16:03
859,195@purdue.edu,195@purdue.edu,2015-02-28 11:19:03
860,195@purdue.edu,187@purdue.edu,2015-02-28 11:42:47
861,61@purdue.edu,163@purdue.edu,2015-02-28 11:45:38
862,61@purdue.edu,153@purdue.edu,2015-02-28 17:28:09
863,187@purdue.edu,77@purdue.edu,2015-02-28 18:02:10
864,77@purdue.edu,77@purdue.edu,2015-02-28 18:08:10
865,61@purdue.edu,77@purdue.edu,2015-02-28 18:09:37
866,0@purdue.edu,72@purdue.edu,2015-02-28 18:50:42
867,72@purdue.edu,72@purdue.edu,2015-02-28 19:05:18
868,0@purdue.edu,109@purdue.edu,2015-02-28 23:01:58
869,109@purdue.edu,141@purdue.edu,2015-03-01 09:53:48
870,0@purdue.edu,101@purdue.edu,2015-03-01 13:27:43
871,72@purdue.edu,94@purdue.edu,2015-03-01 15:12:02
872,195@purdue.edu,95@purdue.edu,2015-03-01 15:34:12
873,95@purdue.edu,71@purdue.edu,2015-03-01 16:24:18
874,101@purdue.edu,165@purdue.edu,2015-03-01 19:39:18
875,195@purdue.edu,46@purdue.edu,2015-03-01 20:10:15
876,94@purdue.edu,72@purdue.edu,2015-03-01 22:11:43
877,0@purdue.edu,66@purdue.edu,2015-03-01 23:00:33
878,0@purdue.edu,40@purdue.edu,2015-02-27 13:33:59
879,40@purdue.edu,64@purdue.edu,2015-02-27 14:28:50
880,40@purdue.edu,23@purdue.edu,2015-02-27 19:48:57
881,40@purdue.edu,70@purdue.edu,2015-02-27 20:14:29
882,0@purdue.edu,177@purdue.edu,2015-02-27 21:56:37
883,0@purdue.edu,195@purdue.edu,2015-02-28 11:54:34
884,0@purdue.edu,196@purdue.edu,2015-02-28 17:07:37
885,0@purdue.edu,72@purdue.edu,2015-02-28 18:44:24
886,196@purdue.edu,4@purdue.edu,2015-03-01 12:17:30
887,0@purdue.edu,48@purdue.edu,2015-03-01 12:51:06
888,72@purdue.edu,95@purdue.edu,2015-03-01 16:11:57
889,40@purdue.edu,44@purdue.edu,2015-03-01 16:47:48
890,48@purdue.edu,122@purdue.edu,2015-03-01 17:12:17
891,40@purdue.edu,197@purdue.edu,2015-03-01 19:10:53
892,44@purdue.edu,198@purdue.edu,2015-03-01 23:05:29
893,40@purdue.edu,199@purdue.edu,2015-03-01 23:37:14
894,44@purdue.edu,63@purdue.edu,2015-03-01 23:59:13
895,0@purdue.edu,78@purdue.edu,2015-03-02 12:17:41
896,78@purdue.edu,81@purdue.edu,2015-03-02 12:24:21
897,0@purdue.edu,181@purdue.edu,2015-03-02 12:33:11
898,81@purdue.edu,78@purdue.edu,2015-03-02 12:34:05
899,0@purdue.edu,61@purdue.edu,2015-03-02 12:49:55
900,61@purdue.edu,78@purdue.edu,2015-03-02 12:52:47
901,181@purdue.edu,200@purdue.edu,2015-03-02 13:33:30
902,0@purdue.edu,95@purdue.edu,2015-03-02 13:56:53
903,95@purdue.edu,64@purdue.edu,2015-03-02 14:26:25
904,181@purdue.edu,133@purdue.edu,2015-03-02 14:38:15
905,0@purdue.edu,93@purdue.edu,2015-03-02 15:24:54
906,133@purdue.edu,80@purdue.edu,2015-03-02 15:31:19
907,64@purdue.edu,50@purdue.edu,2015-03-02 15:41:16
908,0@purdue.edu,201@purdue.edu,2015-03-02 15:41:57
909,133@purdue.edu,122@purdue.edu,2015-03-02 15:42:59
910,133@purdue.edu,115@purdue.edu,2015-03-02 15:48:39
911,93@purdue.edu,4@purdue.edu,2015-03-02 15:49:08
912,201@purdue.edu,4@purdue.edu,2015-03-02 15:50:06
913,0@purdue.edu,93@purdue.edu,2015-03-02 15:54:43
914,201@purdue.edu,93@purdue.edu,2015-03-02 15:55:04
915,0@purdue.edu,179@purdue.edu,2015-03-02 15:57:35
916,95@purdue.edu,142@purdue.edu,2015-03-02 15:57:55
917,179@purdue.edu,151@purdue.edu,2015-03-02 15:59:21
918,151@purdue.edu,202@purdue.edu,2015-03-02 16:01:43
919,0@purdue.edu,156@purdue.edu,2015-03-02 16:16:05
920,200@purdue.edu,181@purdue.edu,2015-03-02 16:26:45
921,181@purdue.edu,181@purdue.edu,2015-03-02 16:27:47
922,201@purdue.edu,12@purdue.edu,2015-03-02 16:51:35
923,0@purdue.edu,165@purdue.edu,2015-03-02 19:11:48
924,165@purdue.edu,165@purdue.edu,2015-03-02 19:13:18
925,0@purdue.edu,165@purdue.edu,2015-03-02 19:15:27
926,0@purdue.edu,118@purdue.edu,2015-03-02 22:58:39
927,118@purdue.edu,118@purdue.edu,2015-03-02 23:00:00
928,133@purdue.edu,153@purdue.edu,2015-03-03 14:00:36
929,64@purdue.edu,203@purdue.edu,2015-03-03 16:36:33
930,118@purdue.edu,48@purdue.edu,2015-03-03 20:15:21
931,0@purdue.edu,204@purdue.edu,2015-03-03 22:08:31
932,204@purdue.edu,82@purdue.edu,2015-03-04 00:13:37
933,0@purdue.edu,90@purdue.edu,2015-03-04 02:22:55
934,0@purdue.edu,42@purdue.edu,2015-03-04 13:02:44
935,0@purdue.edu,205@purdue.edu,2015-03-04 13:28:51
936,0@purdue.edu,181@purdue.edu,2015-03-02 12:40:15
937,0@purdue.edu,78@purdue.edu,2015-03-02 12:49:37
938,78@purdue.edu,95@purdue.edu,2015-03-02 14:22:18
939,0@purdue.edu,95@purdue.edu,2015-03-02 14:39:32
940,0@purdue.edu,201@purdue.edu,2015-03-02 16:03:36
941,0@purdue.edu,76@purdue.edu,2015-03-02 16:19:15
942,95@purdue.edu,93@purdue.edu,2015-03-02 16:26:31
943,76@purdue.edu,93@purdue.edu,2015-03-02 16:28:30
944,78@purdue.edu,202@purdue.edu,2015-03-02 16:37:38
945,0@purdue.edu,179@purdue.edu,2015-03-02 16:39:59
946,181@purdue.edu,202@purdue.edu,2015-03-02 16:43:33
947,76@purdue.edu,12@purdue.edu,2015-03-02 17:22:28
948,0@purdue.edu,12@purdue.edu,2015-03-02 17:23:10
949,12@purdue.edu,12@purdue.edu,2015-03-02 17:31:43
950,181@purdue.edu,138@purdue.edu,2015-03-02 17:50:58
951,0@purdue.edu,164@purdue.edu,2015-03-02 19:01:00
952,0@purdue.edu,164@purdue.edu,2015-03-02 19:26:50
953,0@purdue.edu,104@purdue.edu,2015-03-02 19:38:56
954,95@purdue.edu,165@purdue.edu,2015-03-02 20:23:18
955,164@purdue.edu,206@purdue.edu,2015-03-02 20:33:28
956,0@purdue.edu,47@purdue.edu,2015-03-02 21:24:10
957,78@purdue.edu,91@purdue.edu,2015-03-02 21:29:28
958,164@purdue.edu,47@purdue.edu,2015-03-02 21:32:06
959,47@purdue.edu,58@purdue.edu,2015-03-02 21:57:31
960,138@purdue.edu,58@purdue.edu,2015-03-02 22:00:24
961,0@purdue.edu,36@purdue.edu,2015-03-03 01:16:20
962,179@purdue.edu,174@purdue.edu,2015-03-03 11:49:22
963,36@purdue.edu,34@purdue.edu,2015-03-03 12:01:16
964,0@purdue.edu,190@purdue.edu,2015-03-03 20:51:42
965,190@purdue.edu,43@purdue.edu,2015-03-03 21:54:24
966,0@purdue.edu,88@purdue.edu,2015-03-03 22:41:40
967,91@purdue.edu,11@purdue.edu,2015-03-04 07:23:46
968,0@purdue.edu,11@purdue.edu,2015-03-04 07:27:28
969,11@purdue.edu,11@purdue.edu,2015-03-04 07:33:29
970,0@purdue.edu,151@purdue.edu,2015-03-04 14:29:28
971,0@purdue.edu,174@purdue.edu,2015-03-04 14:30:55
972,0@purdue.edu,151@purdue.edu,2015-03-04 14:32:49
973,0@purdue.edu,179@purdue.edu,2015-03-04 14:34:40
974,174@purdue.edu,179@purdue.edu,2015-03-04 14:35:29
975,0@purdue.edu,61@purdue.edu,2015-03-04 16:46:03
976,61@purdue.edu,135@purdue.edu,2015-03-04 17:17:26
977,0@purdue.edu,190@purdue.edu,2015-03-04 22:33:34
978,190@purdue.edu,50@purdue.edu,2015-03-04 23:56:20
979,190@purdue.edu,84@purdue.edu,2015-03-05 20:19:02
980,151@purdue.edu,48@purdue.edu,2015-03-05 21:03:08
981,0@purdue.edu,82@purdue.edu,2015-03-05 23:33:48
982,82@purdue.edu,23@purdue.edu,2015-03-06 01:28:20
983,0@purdue.edu,179@purdue.edu,2015-03-04 14:31:39
984,0@purdue.edu,202@purdue.edu,2015-03-04 14:35:51
985,202@purdue.edu,179@purdue.edu,2015-03-04 14:40:33
986,179@purdue.edu,106@purdue.edu,2015-03-04 15:12:44
987,0@purdue.edu,207@purdue.edu,2015-03-04 15:25:19
988,207@purdue.edu,83@purdue.edu,2015-03-04 15:38:23
989,179@purdue.edu,18@purdue.edu,2015-03-04 16:12:54
990,207@purdue.edu,115@purdue.edu,2015-03-04 17:12:06
991,0@purdue.edu,34@purdue.edu,2015-03-04 20:12:42
992,34@purdue.edu,165@purdue.edu,2015-03-04 21:50:40
993,165@purdue.edu,190@purdue.edu,2015-03-04 23:00:51
994,0@purdue.edu,145@purdue.edu,2015-03-04 23:24:01
995,0@purdue.edu,75@purdue.edu,2015-03-05 09:59:02
996,75@purdue.edu,75@purdue.edu,2015-03-05 10:03:33
997,145@purdue.edu,75@purdue.edu,2015-03-05 10:04:15
998,190@purdue.edu,18@purdue.edu,2015-03-05 11:00:29
999,145@purdue.edu,25@purdue.edu,2015-03-05 11:04:03
1000,0@purdue.edu,197@purdue.edu,2015-03-05 18:47:46
1001,0@purdue.edu,139@purdue.edu,2015-03-05 19:05:45
1002,0@purdue.edu,47@purdue.edu,2015-03-05 19:28:33
1003,179@purdue.edu,48@purdue.edu,2015-03-05 21:04:57
1004,47@purdue.edu,43@purdue.edu,2015-03-05 22:43:38
1005,139@purdue.edu,43@purdue.edu,2015-03-05 22:51:21
1006,145@purdue.edu,43@purdue.edu,2015-03-05 23:00:45
1007,0@purdue.edu,205@purdue.edu,2015-03-05 23:07:48
1008,207@purdue.edu,49@purdue.edu,2015-03-05 23:40:59
1009,49@purdue.edu,82@purdue.edu,2015-03-06 00:13:34
1010,0@purdue.edu,18@purdue.edu,2015-03-08 17:44:12
1011,0@purdue.edu,153@purdue.edu,2015-03-10 19:07:54
1012,153@purdue.edu,18@purdue.edu,2015-03-10 20:18:29
1013,0@purdue.edu,203@purdue.edu,2015-03-10 20:54:18
1014,203@purdue.edu,203@purdue.edu,2015-03-10 21:02:36
1015,18@purdue.edu,78@purdue.edu,2015-03-10 23:46:48
1016,203@purdue.edu,200@purdue.edu,2015-03-11 01:23:17
1017,0@purdue.edu,162@purdue.edu,2015-03-11 15:58:37
1018,0@purdue.edu,153@purdue.edu,2015-03-11 16:24:59
1019,162@purdue.edu,153@purdue.edu,2015-03-11 16:27:47
1020,78@purdue.edu,77@purdue.edu,2015-03-11 18:40:39
1021,153@purdue.edu,208@purdue.edu,2015-03-11 18:53:27
1022,0@purdue.edu,149@purdue.edu,2015-03-07 14:05:32
1023,0@purdue.edu,40@purdue.edu,2015-03-08 22:00:57
1024,0@purdue.edu,5@purdue.edu,2015-03-10 23:37:47
1025,0@purdue.edu,40@purdue.edu,2015-03-11 15:37:46
1026,0@purdue.edu,176@purdue.edu,2015-03-07 17:39:46
1027,176@purdue.edu,145@purdue.edu,2015-03-07 18:17:59
1028,0@purdue.edu,133@purdue.edu,2015-03-07 19:15:03
1029,176@purdue.edu,130@purdue.edu,2015-03-07 19:51:29
1030,0@purdue.edu,47@purdue.edu,2015-03-07 20:02:54
1031,176@purdue.edu,209@purdue.edu,2015-03-07 20:14:21
1032,0@purdue.edu,107@purdue.edu,2015-03-07 21:01:26
1033,107@purdue.edu,56@purdue.edu,2015-03-07 21:24:01
1034,56@purdue.edu,52@purdue.edu,2015-03-07 21:34:23
1035,0@purdue.edu,210@purdue.edu,2015-03-07 21:36:20
1036,176@purdue.edu,133@purdue.edu,2015-03-07 21:43:24
1037,52@purdue.edu,211@purdue.edu,2015-03-07 21:47:03
1038,47@purdue.edu,211@purdue.edu,2015-03-07 21:57:28
1039,0@purdue.edu,168@purdue.edu,2015-03-08 01:36:40
1040,0@purdue.edu,93@purdue.edu,2015-03-08 12:52:58
1041,211@purdue.edu,47@purdue.edu,2015-03-08 12:54:29
1042,176@purdue.edu,12@purdue.edu,2015-03-08 17:07:24
1043,176@purdue.edu,25@purdue.edu,2015-03-08 18:14:11
1044,25@purdue.edu,25@purdue.edu,2015-03-08 18:15:35
1045,133@purdue.edu,71@purdue.edu,2015-03-08 18:17:19
1046,25@purdue.edu,71@purdue.edu,2015-03-08 18:20:52
1047,210@purdue.edu,11@purdue.edu,2015-03-08 18:54:57
1048,0@purdue.edu,40@purdue.edu,2015-03-08 19:23:12
1049,0@purdue.edu,134@purdue.edu,2015-03-08 20:03:31
1050,134@purdue.edu,134@purdue.edu,2015-03-08 20:04:33
1051,11@purdue.edu,212@purdue.edu,2015-03-09 04:13:25
1052,212@purdue.edu,11@purdue.edu,2015-03-09 10:09:28
1053,0@purdue.edu,176@purdue.edu,2015-03-07 17:41:02
1054,176@purdue.edu,135@purdue.edu,2015-03-07 17:49:36
1055,0@purdue.edu,213@purdue.edu,2015-03-07 18:26:25
1056,213@purdue.edu,64@purdue.edu,2015-03-07 18:32:55
1057,64@purdue.edu,133@purdue.edu,2015-03-07 19:20:27
1058,176@purdue.edu,209@purdue.edu,2015-03-07 20:29:22
1059,0@purdue.edu,58@purdue.edu,2015-03-07 21:36:55
1060,176@purdue.edu,5@purdue.edu,2015-03-07 23:05:27
1061,0@purdue.edu,211@purdue.edu,2015-03-07 23:16:45
1062,211@purdue.edu,211@purdue.edu,2015-03-07 23:19:33
1063,176@purdue.edu,20@purdue.edu,2015-03-07 23:43:59
1064,58@purdue.edu,58@purdue.edu,2015-03-08 00:08:58
1065,58@purdue.edu,58@purdue.edu,2015-03-08 00:09:19
1066,135@purdue.edu,23@purdue.edu,2015-03-08 11:47:29
1067,20@purdue.edu,31@purdue.edu,2015-03-08 14:55:12
1068,0@purdue.edu,95@purdue.edu,2015-03-09 14:59:36
1069,95@purdue.edu,150@purdue.edu,2015-03-09 15:10:39
1070,95@purdue.edu,95@purdue.edu,2015-03-09 15:27:26
1071,95@purdue.edu,133@purdue.edu,2015-03-09 16:00:39
1072,95@purdue.edu,150@purdue.edu,2015-03-09 16:05:46
1073,95@purdue.edu,95@purdue.edu,2015-03-09 16:21:26
1074,95@purdue.edu,104@purdue.edu,2015-03-09 16:36:03
1075,0@purdue.edu,76@purdue.edu,2015-03-09 16:44:48
1076,95@purdue.edu,133@purdue.edu,2015-03-09 18:23:35
1077,0@purdue.edu,165@purdue.edu,2015-03-09 18:57:57
1078,0@purdue.edu,148@purdue.edu,2015-03-09 19:49:48
1079,0@purdue.edu,159@purdue.edu,2015-03-09 22:31:43
1080,0@purdue.edu,159@purdue.edu,2015-03-09 22:32:04
1081,148@purdue.edu,34@purdue.edu,2015-03-10 00:10:19
1082,76@purdue.edu,52@purdue.edu,2015-03-10 09:49:15
1083,133@purdue.edu,148@purdue.edu,2015-03-10 10:31:50
1084,0@purdue.edu,72@purdue.edu,2015-03-10 12:35:08
1085,0@purdue.edu,139@purdue.edu,2015-03-10 14:43:25
1086,139@purdue.edu,206@purdue.edu,2015-03-10 20:26:33
1087,95@purdue.edu,12@purdue.edu,2015-03-10 21:04:06
1088,0@purdue.edu,214@purdue.edu,2015-03-10 21:20:00
1089,72@purdue.edu,63@purdue.edu,2015-03-10 21:50:49
1090,0@purdue.edu,82@purdue.edu,2015-03-10 22:20:08
1091,0@purdue.edu,210@purdue.edu,2015-03-11 00:27:48
1092,165@purdue.edu,11@purdue.edu,2015-03-11 03:30:33
1093,95@purdue.edu,11@purdue.edu,2015-03-11 03:33:54
1094,0@purdue.edu,71@purdue.edu,2015-03-11 11:24:58
1095,82@purdue.edu,23@purdue.edu,2015-03-12 21:50:15
1096,214@purdue.edu,42@purdue.edu,2015-03-12 21:50:30
1097,0@purdue.edu,95@purdue.edu,2015-03-09 15:53:37
1098,95@purdue.edu,133@purdue.edu,2015-03-09 16:02:31
1099,133@purdue.edu,68@purdue.edu,2015-03-09 16:26:16
1100,95@purdue.edu,95@purdue.edu,2015-03-09 16:28:51
1101,0@purdue.edu,76@purdue.edu,2015-03-09 16:30:09
1102,76@purdue.edu,95@purdue.edu,2015-03-09 16:56:58
1103,76@purdue.edu,93@purdue.edu,2015-03-09 18:14:50
1104,93@purdue.edu,93@purdue.edu,2015-03-09 18:16:50
1105,95@purdue.edu,133@purdue.edu,2015-03-09 18:21:51
1106,0@purdue.edu,34@purdue.edu,2015-03-09 23:01:53
1107,0@purdue.edu,72@purdue.edu,2015-03-09 23:42:05
1108,0@purdue.edu,18@purdue.edu,2015-03-09 23:51:42
1109,0@purdue.edu,214@purdue.edu,2015-03-10 21:21:07
1110,0@purdue.edu,63@purdue.edu,2015-03-10 22:28:30
1111,0@purdue.edu,210@purdue.edu,2015-03-11 00:28:28
1112,0@purdue.edu,125@purdue.edu,2015-03-12 18:24:35
1113,0@purdue.edu,61@purdue.edu,2015-03-12 10:54:40
1114,0@purdue.edu,175@purdue.edu,2015-03-12 12:20:25
1115,175@purdue.edu,140@purdue.edu,2015-03-12 23:22:42
1116,0@purdue.edu,83@purdue.edu,2015-03-13 14:58:18
1117,0@purdue.edu,208@purdue.edu,2015-03-13 15:40:49
1118,208@purdue.edu,177@purdue.edu,2015-03-14 10:15:57
1119,61@purdue.edu,10@purdue.edu,2015-03-20 14:48:48
1120,61@purdue.edu,95@purdue.edu,2015-03-20 18:03:32
1121,83@purdue.edu,80@purdue.edu,2015-03-20 20:34:01
1122,177@purdue.edu,109@purdue.edu,2015-03-21 19:02:56
1123,208@purdue.edu,23@purdue.edu,2015-03-22 15:27:34
1124,109@purdue.edu,34@purdue.edu,2015-03-22 18:04:42
1125,177@purdue.edu,60@purdue.edu,2015-03-22 23:09:48
1126,0@purdue.edu,61@purdue.edu,2015-03-12 10:52:57
1127,0@purdue.edu,34@purdue.edu,2015-03-12 14:09:41
1128,0@purdue.edu,172@purdue.edu,2015-03-13 00:38:25
1129,0@purdue.edu,208@purdue.edu,2015-03-13 15:56:56
1130,0@purdue.edu,160@purdue.edu,2015-03-13 16:10:47
1131,0@purdue.edu,32@purdue.edu,2015-03-19 20:02:20
1132,61@purdue.edu,10@purdue.edu,2015-03-20 14:46:52
1133,0@purdue.edu,95@purdue.edu,2015-03-20 20:21:43
1134,160@purdue.edu,95@purdue.edu,2015-03-21 15:53:34
1135,95@purdue.edu,95@purdue.edu,2015-03-21 15:53:58
1136,160@purdue.edu,95@purdue.edu,2015-03-21 18:47:38
1137,0@purdue.edu,42@purdue.edu,2015-03-22 12:29:55
1138,42@purdue.edu,12@purdue.edu,2015-03-22 15:59:41
1139,12@purdue.edu,215@purdue.edu,2015-03-30 18:47:52
1140,0@purdue.edu,122@purdue.edu,2015-03-23 16:03:10
1141,0@purdue.edu,47@purdue.edu,2015-03-23 16:03:17
1142,122@purdue.edu,47@purdue.edu,2015-03-23 16:04:40
1143,122@purdue.edu,141@purdue.edu,2015-03-23 16:07:03
1144,47@purdue.edu,216@purdue.edu,2015-03-23 16:11:33
1145,47@purdue.edu,68@purdue.edu,2015-03-23 16:14:08
1146,68@purdue.edu,68@purdue.edu,2015-03-23 16:18:41
1147,47@purdue.edu,122@purdue.edu,2015-03-23 16:41:22
1148,47@purdue.edu,18@purdue.edu,2015-03-23 16:45:06
1149,0@purdue.edu,115@purdue.edu,2015-03-23 17:04:04
1150,18@purdue.edu,169@purdue.edu,2015-03-23 17:26:20
1151,0@purdue.edu,179@purdue.edu,2015-03-23 18:10:51
1152,0@purdue.edu,87@purdue.edu,2015-03-23 21:55:18
1153,179@purdue.edu,34@purdue.edu,2015-03-23 22:12:44
1154,115@purdue.edu,92@purdue.edu,2015-03-23 23:34:06
1155,34@purdue.edu,49@purdue.edu,2015-03-24 16:16:19
1156,92@purdue.edu,109@purdue.edu,2015-03-24 21:07:43
1157,0@purdue.edu,109@purdue.edu,2015-03-24 21:27:13
1158,109@purdue.edu,56@purdue.edu,2015-03-25 00:00:20
1159,109@purdue.edu,76@purdue.edu,2015-03-25 00:02:18
1160,76@purdue.edu,109@purdue.edu,2015-03-25 00:31:33
1161,0@purdue.edu,217@purdue.edu,2015-03-25 04:30:14
1162,0@purdue.edu,10@purdue.edu,2015-03-25 09:45:07
1163,0@purdue.edu,140@purdue.edu,2015-03-23 16:42:25
1164,0@purdue.edu,122@purdue.edu,2015-03-23 16:42:51
1165,0@purdue.edu,115@purdue.edu,2015-03-23 16:57:01
1166,140@purdue.edu,133@purdue.edu,2015-03-23 16:57:34
1167,140@purdue.edu,18@purdue.edu,2015-03-23 17:18:06
1168,0@purdue.edu,179@purdue.edu,2015-03-23 18:14:18
1169,0@purdue.edu,87@purdue.edu,2015-03-23 22:22:45
1170,87@purdue.edu,87@purdue.edu,2015-03-23 22:23:24
1171,87@purdue.edu,50@purdue.edu,2015-03-24 00:34:04
1172,50@purdue.edu,87@purdue.edu,2015-03-24 11:04:30
1173,0@purdue.edu,186@purdue.edu,2015-03-24 18:02:29
1174,87@purdue.edu,50@purdue.edu,2015-03-25 00:58:23
1175,87@purdue.edu,95@purdue.edu,2015-04-01 19:51:28
1176,87@purdue.edu,95@purdue.edu,2015-04-01 19:53:50
1177,0@purdue.edu,95@purdue.edu,2015-03-25 13:18:28
1178,0@purdue.edu,20@purdue.edu,2015-03-25 13:26:49
1179,20@purdue.edu,95@purdue.edu,2015-03-25 13:41:46
1180,20@purdue.edu,78@purdue.edu,2015-03-25 13:47:34
1181,0@purdue.edu,179@purdue.edu,2015-03-25 14:18:10
1182,95@purdue.edu,17@purdue.edu,2015-03-25 15:03:43
1183,17@purdue.edu,218@purdue.edu,2015-03-25 15:08:32
1184,0@purdue.edu,219@purdue.edu,2015-03-25 15:29:39
1185,0@purdue.edu,83@purdue.edu,2015-03-25 15:31:58
1186,17@purdue.edu,18@purdue.edu,2015-03-25 16:16:29
1187,17@purdue.edu,43@purdue.edu,2015-03-25 16:22:53
1188,83@purdue.edu,77@purdue.edu,2015-03-25 17:21:04
1189,218@purdue.edu,218@purdue.edu,2015-03-25 17:27:15
1190,95@purdue.edu,126@purdue.edu,2015-03-26 00:43:23
1191,179@purdue.edu,50@purdue.edu,2015-03-26 00:49:38
1192,0@purdue.edu,10@purdue.edu,2015-03-26 12:59:22
1193,10@purdue.edu,10@purdue.edu,2015-03-26 13:00:59
1194,0@purdue.edu,171@purdue.edu,2015-03-27 01:19:47
1195,0@purdue.edu,95@purdue.edu,2015-03-25 13:24:00
1196,0@purdue.edu,179@purdue.edu,2015-03-25 14:49:04
1197,179@purdue.edu,76@purdue.edu,2015-03-25 15:04:39
1198,179@purdue.edu,95@purdue.edu,2015-03-25 15:14:47
1199,179@purdue.edu,219@purdue.edu,2015-03-25 15:50:54
1200,219@purdue.edu,95@purdue.edu,2015-03-25 16:25:34
1201,95@purdue.edu,68@purdue.edu,2015-03-25 16:38:43
1202,0@purdue.edu,104@purdue.edu,2015-03-25 16:43:25
1203,104@purdue.edu,68@purdue.edu,2015-03-25 16:50:38
1204,104@purdue.edu,18@purdue.edu,2015-03-25 16:52:04
1205,0@purdue.edu,195@purdue.edu,2015-03-25 18:42:57
1206,195@purdue.edu,174@purdue.edu,2015-03-25 19:03:50
1207,174@purdue.edu,174@purdue.edu,2015-03-25 19:04:41
1208,104@purdue.edu,125@purdue.edu,2015-03-25 19:05:36
1209,0@purdue.edu,40@purdue.edu,2015-03-25 19:34:20
1210,0@purdue.edu,148@purdue.edu,2015-03-25 20:12:47
1211,40@purdue.edu,163@purdue.edu,2015-03-25 20:26:36
1212,174@purdue.edu,20@purdue.edu,2015-03-25 20:48:15
1213,179@purdue.edu,209@purdue.edu,2015-03-25 22:58:25
1214,179@purdue.edu,50@purdue.edu,2015-03-26 01:40:03
1215,195@purdue.edu,110@purdue.edu,2015-03-26 09:48:29
1216,0@purdue.edu,191@purdue.edu,2015-03-26 12:15:17
1217,191@purdue.edu,191@purdue.edu,2015-03-26 12:25:12
1218,191@purdue.edu,33@purdue.edu,2015-03-26 14:28:22
1219,0@purdue.edu,10@purdue.edu,2015-03-26 15:10:00
1220,0@purdue.edu,10@purdue.edu,2015-03-26 15:14:26
1221,10@purdue.edu,95@purdue.edu,2015-03-26 16:43:59
1222,33@purdue.edu,169@purdue.edu,2015-03-26 16:53:20
1223,95@purdue.edu,95@purdue.edu,2015-03-26 16:57:47
1224,95@purdue.edu,95@purdue.edu,2015-03-26 17:04:08
1225,0@purdue.edu,220@purdue.edu,2015-03-26 19:25:00
1226,95@purdue.edu,10@purdue.edu,2015-03-26 23:08:31
1227,95@purdue.edu,171@purdue.edu,2015-03-27 02:21:32
1228,0@purdue.edu,171@purdue.edu,2015-03-27 02:43:50
1229,95@purdue.edu,171@purdue.edu,2015-03-27 02:47:10
1230,0@purdue.edu,171@purdue.edu,2015-03-27 02:47:42
1231,125@purdue.edu,217@purdue.edu,2015-03-27 03:24:34
1232,171@purdue.edu,217@purdue.edu,2015-03-27 03:34:24
1233,10@purdue.edu,74@purdue.edu,2015-03-27 07:00:01
1234,0@purdue.edu,77@purdue.edu,2015-03-28 12:45:49
1235,0@purdue.edu,40@purdue.edu,2015-03-28 14:26:11
1236,40@purdue.edu,206@purdue.edu,2015-03-28 14:38:53
1237,206@purdue.edu,80@purdue.edu,2015-03-28 14:41:02
1238,77@purdue.edu,52@purdue.edu,2015-03-28 15:11:06
1239,80@purdue.edu,34@purdue.edu,2015-03-28 15:18:19
1240,80@purdue.edu,80@purdue.edu,2015-03-28 15:21:19
1241,77@purdue.edu,20@purdue.edu,2015-03-28 15:27:21
1242,80@purdue.edu,34@purdue.edu,2015-03-28 15:29:35
1243,20@purdue.edu,64@purdue.edu,2015-03-28 17:04:40
1244,0@purdue.edu,52@purdue.edu,2015-03-28 17:22:21
1245,77@purdue.edu,107@purdue.edu,2015-03-28 18:28:58
1246,40@purdue.edu,180@purdue.edu,2015-03-29 01:43:24
1247,206@purdue.edu,196@purdue.edu,2015-03-29 11:50:11
1248,80@purdue.edu,32@purdue.edu,2015-03-29 12:05:34
1249,52@purdue.edu,32@purdue.edu,2015-03-29 12:08:30
1250,40@purdue.edu,77@purdue.edu,2015-03-29 12:25:55
1251,52@purdue.edu,79@purdue.edu,2015-03-29 13:37:34
1252,107@purdue.edu,76@purdue.edu,2015-03-29 14:25:18
1253,196@purdue.edu,79@purdue.edu,2015-03-29 14:59:01
1254,180@purdue.edu,122@purdue.edu,2015-03-29 15:04:31
1255,80@purdue.edu,108@purdue.edu,2015-03-29 16:22:57
1256,80@purdue.edu,32@purdue.edu,2015-03-29 17:47:11
1257,77@purdue.edu,50@purdue.edu,2015-03-30 00:12:49
1258,77@purdue.edu,213@purdue.edu,2015-03-30 09:29:13
1259,0@purdue.edu,80@purdue.edu,2015-03-28 15:30:16
1260,80@purdue.edu,101@purdue.edu,2015-03-28 17:03:49
1261,101@purdue.edu,101@purdue.edu,2015-03-28 17:06:25
